d3d43f862b4e18b4065dd39630ef1d439a84dddc,"Sperm donations from men in their 40s are more likely to result in pregnancy, study finds",health
9aa8a75b87cf5fb229b73214951dbb4ba93ef350,"'Death is a way of life here, but football can bring peace': South Sudan's first ever national football team, trained by a Serbian, on playing in a country ravaged by war",femail
477abe92baa4882418031b9a991e4a31ff052686,Mrs Bublé leaves Ultimo in style: new mother Luisana Lopilato looks stunning in last lingerie shoot for brand,femail
670f9ce71f2e9dd32db7a36944036dd2c4f17802,Doing the truffle shuffle on the Regal Rhone: a voyage through south-West France on a search for tasty treats ( small dog required ),travel
e247c6b82abf9b50c14ff2ff55200e1ce2b1b3a5,Controversial acne drug Roaccutane to be reviewed by government panel after being blamed for spate of suicides and depression,health
30b46e3edce9386ef499e95bd71a02653189e4bc,"A life on an ocean wave ( in Hampshire ): why learning to sail in the Uk is an absolute breeze ( on a calm day, when the sun shines )",travel
ec1bc0a1f64cd56d6d2dec0089d1954bd9609f90,She's all heart! 'keen cyclist' Pippa Middleton beams as she launches London to Brighton Charity bike Ride,femail
d4c61d5b41c3a4e8f8169f343a61783c3417e73a,The island that 'grew back': Pacific Isle that disappeared after devastating typhoon reappears 100 years after its destruction,sciencetech
f8a8310d9ac5b4ce45772d46c82d28218f7d187e,"Tickets to ride: how to save money on ( those often horribly expensive ) airport train links to Heathrow, Gatwick and Stansted",travel
c2030bd3d06810132aced465df277a2f3441538f,Best check under the toilet seat! homeowners stunned after man-eating piranhas found inside blocked drains in Telford,news
461babd16c1bce7afeacb7a34116e419b819d97a,Oscars 2013: go big or go home! fashion trend for full-skirted princess ballgowns reigns supreme on the Oscars Red carpet,femail
6fb7ba47eb3d6d7a604b73c0ac0f0079f5be3b0d,"A home from Rome: hilltop towns, glorious ice cream and the best cheese ever: a week in Lazio, Rome's under-rated back garden",travel
5eec53ad101c35bab60ba8bf937ae7b6a81f5f5e,Bbc criticised for dropping film with 'severe ramifications' questioning the mass exodus of Jewish people after fall of Jerusalem in Ad70,news
004ec2230dc739e4a29f601792c0015418cd71b5,You' ve tried beetroot-now meet the 'Sweetroot'! Tesco launches long forgotten vegetable varieties to encourage kids to eat their greens ( and pinks and yellows ),food
08aa37db8f82ba22ab7adfe0c04ad9a11b7582f9,A star is airborne! dancing Virgin America flight attendant delights passengers with dramatic high-kicking safety routine,travel
a956530f0aafbe26631e2b10c410a7cd6453a1c1,Rory Mcilroy wins £ 20 bet with Darren Clarke during practice round at the open,golf
e1238147bde69342935d3ab718b95ab243e3cf49,Now that's a light snack! world's first glow in the dark ice cream is sampled by movie-goers... but would anyone really want to eat it?,food
bc08194f103b8bcbac6cd284b38d8a1421e40181,Gangnam style 'breaks' youtube: site to upgrade its view counter after popularity of song means views are no longer countable,sciencetech
751df320d862a2bc2e15e8002b6dac4d98656fff,Dereck Chisora to climb Ben Nevis before eagerly-awaited rematch against Tyson Fury,boxing
068ce562caa55e884aa8fec120fb3146ffad0146,Transgender avocado trees can change their sex overnight in a matter of hours,sciencetech
0c2ad0129eb00ae8854a9ed81ca26bd2be370022,Elspeth Mckendrick hanged herself as she was struggling to cope with Asperger's diagnosis,news
0ad523554f45c8150ce4d2cdfdc96566795e64af,Natalie Whitear suffers from face blindness and can't tell apart her own family,health
6b89d40b32510e7f762365a828d951e18668f0b0,Student Ella Parry dies after lethal dose of diet pill Dnp from internet,health
5c31a5ebc2d3742333f5039995bad38b9e827fce,"Stone Age man was a cannibal: flesh was cut and chewed off the dead in gruesome rituals, bones reveal",sciencetech
e6a990ebb670c02b4b3e3a60275d715ad2d305f1,Akira Isogawa models wearing face bling at Sydney Fashion Week,femail
26db22f94c0c8a82dd6d1c97bff6596c57160900,Robot Swarm surrounds car and works in unison to move it,sciencetech
5557ae963e317b3bbb1f8538d6d0ef39a1987198,Us brewery plans to make ten barrels of ale out of human urine from sewage plant,food
